id_del_proceso,referencia_del_proceso,entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,modalidad_corta,tipo_de_contrato,nombre_del_procedimiento,fecha_de_publicacion_del,fecha_adjudicacion,anio_adjudicacion,precio_base,valor_total_adjudicacion,respuestas_al_procedimiento,proveedores_unicos_con,proveedores_invitados,rango_oferentes,baja_competencia,nombre_del_proveedor,nit_del_proveedor_adjudicado,departamento_proveedor,ciudad_proveedor,estado_del_procedimiento,estado_resumen
CO1.REQ.1241749,SDIS - DCT092-005-2020,(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,COMEDORES 2020,2020-04-14,2020-07-08,2020.0,37412672160,362539800,55,55,0,6+ oferentes,0,CORPORACION SUAZA CONFORMACION Y FORTALECIMIENTO DE GRUPOS SOCIALES,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.3392981,1008-CONV-040-2022,MUNICIPIO DE GUARNE,890982055,Antioquia,Guarne,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Otro,CONTRATO INTERADMINISTRATIVO,2022-09-21,2022-09-23,2022.0,300000000,300000000,0,0,1,Sin ofertas,1,"EMPRESA DE DESARROLLO, COMPETITIVIDAD Y PRODUCTIVIDAD DE GUARNE - EMEGA",901494307,Antioquia,Guarne,Seleccionado,Adjudicado
CO1.REQ.421919,MC-035-DMBUG-2018,DUBERNEY MAHECHA GALINDO,80864049,Antioquia,Andes,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,ODONTOLOGÍA ESPECIALIZADA - SERVICIOS DE URGENCIAS,2018-04-30,2018-05-11,2018.0,0,25000000,2,2,0,2-5 oferentes,0,CLINICA ODONTOLOGICA ORTOSONRIA ESTETICA DENTAL S.A.S,No Definido,Boyacá,No Definido,Seleccionado,Adjudicado
CO1.REQ.3535956,PN RASES Nº 2 CD 054 2022,RASES - HUILA No.2,900419719,Huila,Neiva,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,PRESTACION DE SERVICIOS DE SALUD DE BAJA COMPLEJIDAD,2022-10-27,2022-11-17,2022.0,46530000,3700000,5,5,13,2-5 oferentes,0,ESE HOSPITAL DEL PERPETUO SOCORRO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.2476695,SDA-MC-35-2021,SECRETARIA DISTRITAL DE AMBIENTE,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Mínima cuantía,Mínima Cuantía,Compraventa,ADQUISICION DE ESTANTERIA TIPO PESADA PARA EL ARCHIVO CENTRAL DE LA SECRETARIA DISTRITAL DE AMBIENTE,2021-11-23,2021-12-06,2021.0,40339722,33450900,2,2,0,2-5 oferentes,0,ISOMETRISCH SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.3620800,LP-015-2022-HOMIL (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Licitación Pública,Suministros,INSUMOS MEDICO QUIRURGICOS  (Presentación de oferta),2022-11-16,2022-12-23,2022.0,27162107063,69460250,32,32,0,6+ oferentes,0,Arrow Medical SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.6159181,MC-VLL-ASTIN-006-2024,SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,Valle del Cauca,Cali,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATAR SERVICIOS DE MANTENIMIENTO Y CALIBRACIÓN DE LOS EQUIPOS E INSTRUMENTOS DE MEDICIÓN DE LOS LABORATORIOS DEL CENTRO ASTIN.,2024-04-29,2024-05-22,2024.0,99826877,13602533,5,5,0,2-5 oferentes,0,COMPAÑÍA NACIONAL DE METROLOGIA S.A.S,900186088,Cundinamarca,No Definido,Seleccionado,Adjudicado
CO1.REQ.10406994,MF-MC-028 DE 2026,MUNICIPIO DE FIRAVITOBA,891856288,Boyacá,Firavitoba,Territorial,Mínima cuantía,Mínima Cuantía,Consultoría,IMPLEMENTACION; SEGUIMIENTO Y CUMPLIMIENTO DE LAS ACTIVIDADES Y OBLIGACIONES ESTABLECIDAS EN EL PLAN DE SANEAMIENTO Y MANEJO DE VERTIMIENTOS (PSMV) DEL MUNICIPIO DE FIRAVITOBA GARANTIZANDO EL CUMPLIMI,2026-05-04,2026-05-13,2026.0,49000000,48500000,1,1,0,1 oferente,1,LILIANA DEL PILAR RODRIGUEZ BARINAS,No Definido,Boyacá,Sogamoso,Seleccionado,Adjudicado
CO1.REQ.1224428,MC 007-037-2020,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,compra; recarga y mantenimiento de extintores,2020-03-31,2020-04-12,2020.0,5000000,5000000,2,2,0,2-5 oferentes,0,Megaservice S.A.S.,No Definido,Cundinamarca,Cota,Seleccionado,Adjudicado
CO1.REQ.8312222,PC ESAL 001 DE 2025,INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,811007127,Antioquia,Medellín,Nacional,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,INSUMOS; PREPARACIÓN Y DISTRUBICIÓN DE ALIMENTACIÓN,2025-05-23,2025-06-12,2025.0,1300000000,708806960,3,3,0,2-5 oferentes,0,CORPORACIÓN UNIDAD SOCIAL,900575614,Antioquia,Medellín,Seleccionado,Adjudicado
CO1.REQ.2119260,IP-011-2021,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE - CVS,891000627,Córdoba,No Definido,Corporación Autónoma,Mínima cuantía,Mínima Cuantía,Compraventa,SUMINISTRO DE ELEMENTOS DE PAPELERÍA; ÚTILES DE ESCRITORIO Y DE OFICINA PARA LAS DIFERENTES DEPENDENCIAS DE LA CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE CVS,2021-07-06,2021-07-21,2021.0,25421649,13009593,5,5,0,2-5 oferentes,0,SUMIPEL S&P SAS,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.994445,IC-107-2019,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,900959051,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Otro,CONTRATAR EL SUMINISTRO DE LOS INSUMOS MÉDICO QUIRÚRGICOS,2019-10-22,2019-12-02,2019.0,534209521,3276560,14,14,0,6+ oferentes,0,IMCOLMEDICA,No Definido,Distrito Capital de Bogotá,No Definido,Seleccionado,Fase de ofertas
CO1.REQ.4626604,SAMC-ATL-CIA-007-2023 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA REGIONAL ATLANTICO Intercentros,899999034,Atlántico,Barranquilla,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,Contratar los servicios de apoyo en la organización de actividades culturales; recreativas; académicas; deportivas y de salud; para el desarrollo del plan de bienestar de aprendices del Centro Industr,2023-06-06,2023-06-28,2023.0,369319901,369319901,1,1,18,1 oferente,1,FUNDACION SOCIAL PARA LA DEMOCRACIA Y EL CONOCIMIENTO,No Definido,Atlántico,Barranquilla,Seleccionado,Adjudicado
CO1.REQ.528895,SAMC-016-2018 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ARCHIVO GENERAL DE LA NACION,800128835,Distrito Capital de Bogotá,No Definido,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,Mantenimiento al Sistema Eléctrico; Ventilación; Hidráulico y Elementos Arquitectónicos del AGN.   (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2018-08-21,2018-09-14,2018.0,203600000,38822755,7,7,49,6+ oferentes,0,INVERSER LTDA,830033765,Cundinamarca,Funza,Seleccionado,Adjudicado
CO1.REQ.6953131,CONV-TA-018-2024,MUNICIPIO DE TAME,800102801,Arauca,Tame,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,APOYO PARA LA PRODUCCION DE MATERIAL VEGETAL EN EL MUNICIPIO DE TAME-ARAUCA.,2024-10-03,2024-10-09,2024.0,60000000,60000000,1,1,0,1 oferente,1,COMITÉ REGIONAL DE GANADEROS,800036699,Arauca,Tame,Seleccionado,Adjudicado
CO1.REQ.2292960,PN RASES 6 MEMOT MIC 302 - 2021,REGIONAL DE ASEGURAMIENTO EN SALUD N°6,811032059,Antioquia,Envigado,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTACIÓN DE LOS SERVICIOS MÉDICOS ESPECIALIZADOS Y SUBESPECIALIZADOS DE OFTALMOLOGÍA QUE INCLUYE (CONSULTAS; PROCEDIMIENTOS QUIRÚRGICOS Y AYUDAS DIAGNOSTICAS) PARA LOS USUARIOS AFILIADOS Y BENEFICIA,2021-09-08,2021-09-27,2021.0,90800000,90800000,2,2,0,2-5 oferentes,0,RETINHER SAS,900733517,Córdoba,Montería,Seleccionado,Adjudicado
CO1.REQ.3527031,MINIMA CUANTIA Nº 031-2022-MDN-UGG-DA,MINISTERIO DE DEFENSA NACIONAL,899999003,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,DESFIBRILADORES,2022-11-02,2022-11-16,2022.0,20990412,19239300,0,0,0,Sin ofertas,1,L.A.S. Electromedicina S.A.S.,860526809,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.7352754,005-2024,ALCALDIA MUNICIPAL DE ALBANIA,800099455,Santander,Albania,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Decreto 092 de 2017,XXX FESTIVAL DEL MOÑO; LA CHICHA Y LA CHIRIPA,2024-12-23,2024-12-28,2024.0,292063800,292063800,1,1,0,1 oferente,1,FUNDACION NACIONAL DE AGROECOLOGOS DE COLOMBIA,No Definido,Santander,Los Santos,Seleccionado,Adjudicado
CO1.REQ.123229,CD-00-002-2017,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*,800197268,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,Prestar el servicio de publicación en el Diario Oficial de los actos administrativos expedidos por la UNIDAD ADMINISTRATIVA ESPECIAL DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES DIAN,2017-01-16,2017-01-20,2017.0,7285250,7285250,1,1,1,1 oferente,1,IMPRENTA NACIONAL DE COLOMBIA,830001113,Distrito Capital de Bogotá,No Definido,Seleccionado,Adjudicado
CO1.REQ.3697560,ICBF-MC-016-2022-NAR,ICBF REGIONAL NARIÑO,899999239,Nariño,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Otro,MINIMA MUESTREO AGUAS RESIDUALES,2022-12-05,2022-12-15,2022.0,2777700,2372100,1,1,0,1 oferente,1,Gardel Soluciones Ambientales S.A.S,901013753,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
